meeting_id,employee_id,manager_id,meeting_datetime,duration_minutes,discussion_topics,action_items,next_meeting_scheduled,employee_satisfaction_score,meeting_status
MTG002597,EMP068,TL004,2024-10-14 16:30:00,45,교육 및 개발 기회 논의 | 업무 진행 상황 점검 | 성과 목표 검토 및 조정,역량 개발 계획 수립,2024-11-10,3.8,완료
MTG002598,EMP068,TL004,2024-11-15 11:30:00,30,최근 프로젝트 피드백 | 교육 및 개발 기회 논의 | 성과 목표 검토 및 조정,다음 분기까지 완료,2024-12-16,3.8,완료
MTG002599,EMP068,TL004,2024-11-26 14:30:00,45,업무 관련 어려움 및 지원 사항 | 개인 역량 개발 계획 | 업무 만족도 및 고충 상담,다음 주까지 완료,2024-12-29,3.7,완료
MTG002600,EMP068,TL004,2025-01-01 10:30:00,45,개인 역량 개발 계획 | 업무 만족도 및 고충 상담,다음 분기까지 실행,2025-01-27,4.8,완료
MTG002601,EMP068,TL004,2025-02-16 13:30:00,45,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,교육 신청,2025-03-15,3.7,완료
MTG002602,EMP068,TL004,2025-02-26 16:00:00,45,성과 목표 검토 및 조정 | 개인 역량 개발 계획,이번 달 내 검토,2025-04-01,4.4,완료
MTG002603,EMP068,TL004,2025-04-10 12:30:00,30,커리어 개발 논의 | 업무 진행 상황 점검,프로젝트 배정,2025-05-09,4.1,완료
MTG002604,EMP068,TL004,2025-04-23 14:00:00,45,성과 목표 검토 및 조정 | 교육 및 개발 기회 논의,다음 분기까지 완료,2025-05-28,4.8,완료
MTG002605,EMP068,TL004,2025-06-03 10:30:00,30,팀 협업 및 커뮤니케이션 | 차기 평가 준비,다음 분기까지 완료,2025-07-03,3.8,완료
MTG002606,EMP068,TL004,2025-06-20 10:30:00,45,교육 및 개발 기회 논의 | 최근 프로젝트 피드백,이번 달 내 완료,2025-07-25,3.6,완료
MTG002607,EMP068,TL004,2025-07-25 14:30:00,60,차기 평가 준비 | 업무 진행 상황 점검,역량 개발 계획 수립,2025-08-19,4.5,완료
MTG002608,EMP068,TL004,2025-09-10 16:00:00,45,성과 목표 검토 및 조정 | 업무 진행 상황 점검,이번 달 내 검토,2025-10-15,3.6,완료
MTG002609,EMP068,TL004,2025-09-29 13:00:00,45,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,목표 수정,2025-11-01,4.9,완료
MTG002610,EMP068,TL004,2025-10-25 14:30:00,30,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정 | 업무 진행 상황 점검,다음 분기까지 완료 | 피드백 반영,2025-11-28,4.2,완료
MTG002611,EMP069,TL004,2023-01-21 11:00:00,60,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,다음 주까지 실행,2023-02-19,4.3,완료
MTG002612,EMP069,TL004,2023-02-09 12:00:00,45,업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션 | 최근 프로젝트 피드백,교육 신청,2023-03-16,4.6,완료
MTG002613,EMP069,TL004,2023-03-14 16:00:00,45,커리어 개발 논의 | 개인 역량 개발 계획,교육 신청 | 다음 분기까지 완료,2023-04-17,4.3,완료
MTG002614,EMP069,TL004,2023-04-29 15:30:00,60,업무 관련 어려움 및 지원 사항 | 커리어 개발 논의,역량 개발 계획 수립 | 이번 달 내 검토,2023-05-29,3.9,완료
MTG002615,EMP069,TL004,2023-05-24 12:00:00,45,커리어 개발 논의 | 교육 및 개발 기회 논의,피드백 반영 | 다음 분기까지 실행,2023-06-27,4.5,완료
MTG002616,EMP069,TL004,2023-06-03 11:30:00,45,최근 프로젝트 피드백 | 업무 관련 어려움 및 지원 사항 | 업무 만족도 및 고충 상담,목표 수정,2023-07-07,3.9,완료
MTG002617,EMP069,TL004,2023-07-11 12:30:00,45,커리어 개발 논의 | 차기 평가 준비,피드백 반영,2023-08-06,4.6,완료
MTG002618,EMP069,TL004,2023-07-30 16:00:00,45,팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,교육 신청,2023-08-24,3.9,완료
MTG002619,EMP069,TL004,2023-08-31 10:30:00,60,교육 및 개발 기회 논의 | 커리어 개발 논의,역량 개발 계획 수립,2023-09-25,3.9,완료
MTG002620,EMP069,TL004,2023-10-21 12:30:00,45,차기 평가 준비 | 교육 및 개발 기회 논의,프로젝트 배정 | 다음 주까지 검토,2023-11-21,3.9,완료
MTG002621,EMP069,TL004,2023-11-01 12:00:00,30,업무 진행 상황 점검 | 최근 프로젝트 피드백 | 업무 관련 어려움 및 지원 사항,교육 신청,2023-11-27,5.0,완료
MTG002622,EMP069,TL004,2023-11-29 15:00:00,60,업무 진행 상황 점검 | 차기 평가 준비 | 커리어 개발 논의,다음 분기까지 완료 | 피드백 반영,2024-01-03,3.9,완료
MTG002623,EMP069,TL004,2024-01-07 12:30:00,30,업무 진행 상황 점검 | 최근 프로젝트 피드백 | 성과 목표 검토 및 조정,이번 달 내 실행 | 프로젝트 배정,2024-02-06,3.6,완료
MTG002624,EMP069,TL004,2024-02-12 11:30:00,45,차기 평가 준비 | 성과 목표 검토 및 조정,다음 주까지 완료,2024-03-13,3.8,완료
MTG002625,EMP069,TL004,2024-03-21 12:30:00,60,업무 만족도 및 고충 상담 | 업무 진행 상황 점검 | 개인 역량 개발 계획,이번 달 내 검토 | 프로젝트 배정,2024-04-16,4.4,완료
MTG002626,EMP069,TL004,2024-04-06 16:30:00,60,팀 협업 및 커뮤니케이션 | 커리어 개발 논의,역량 개발 계획 수립 | 이번 달 내 완료,2024-05-03,3.7,완료
MTG002627,EMP069,TL004,2024-05-14 12:30:00,45,업무 만족도 및 고충 상담 | 개인 역량 개발 계획 | 차기 평가 준비,다음 분기까지 검토 | 프로젝트 배정,2024-06-14,4.7,완료
MTG002628,EMP069,TL004,2024-06-07 15:00:00,45,차기 평가 준비 | 커리어 개발 논의,이번 달 내 완료 | 피드백 반영,2024-07-02,4.4,완료
MTG002629,EMP069,TL004,2024-07-07 13:00:00,45,팀 협업 및 커뮤니케이션 | 업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,다음 주까지 검토,2024-08-05,4.1,완료
MTG002630,EMP069,TL004,2024-07-28 11:30:00,45,개인 역량 개발 계획 | 교육 및 개발 기회 논의,교육 신청 | 이번 달 내 검토,2024-08-22,4.4,완료
MTG002631,EMP069,TL004,2024-08-30 14:30:00,30,개인 역량 개발 계획 | 최근 프로젝트 피드백,다음 주까지 완료,2024-09-30,3.6,완료
MTG002632,EMP069,TL004,2024-10-10 13:00:00,45,업무 만족도 및 고충 상담 | 업무 진행 상황 점검 | 최근 프로젝트 피드백,목표 수정 | 이번 달 내 완료,2024-11-13,4.2,완료
MTG002633,EMP069,TL004,2024-11-14 10:30:00,60,팀 협업 및 커뮤니케이션 | 커리어 개발 논의,프로젝트 배정,2024-12-13,3.5,완료
MTG002634,EMP069,TL004,2024-12-04 15:30:00,45,최근 프로젝트 피드백 | 업무 진행 상황 점검,프로젝트 배정,2025-01-08,4.5,완료
MTG002635,EMP069,TL004,2024-12-21 10:30:00,30,커리어 개발 논의 | 업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,피드백 반영,2025-01-15,3.6,완료
MTG002636,EMP069,TL004,2025-02-14 15:30:00,60,최근 프로젝트 피드백 | 개인 역량 개발 계획,다음 주까지 실행,2025-03-17,3.6,완료
MTG002637,EMP069,TL004,2025-02-22 15:00:00,30,차기 평가 준비 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,다음 분기까지 완료,2025-03-25,3.6,완료
MTG002638,EMP069,TL004,2025-03-28 12:30:00,60,업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정 | 커리어 개발 논의,다음 주까지 실행 | 목표 수정,2025-04-28,4.9,완료
MTG002639,EMP069,TL004,2025-05-06 15:00:00,45,차기 평가 준비 | 업무 만족도 및 고충 상담,교육 신청,2025-06-03,3.7,완료
MTG002640,EMP069,TL004,2025-05-22 13:00:00,60,업무 만족도 및 고충 상담 | 업무 진행 상황 점검 | 교육 및 개발 기회 논의,프로젝트 배정,2025-06-19,4.0,완료
MTG002641,EMP069,TL004,2025-07-04 14:00:00,30,개인 역량 개발 계획 | 업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,다음 주까지 완료,2025-08-01,4.7,완료
MTG002642,EMP069,TL004,2025-08-15 12:00:00,45,팀 협업 및 커뮤니케이션 | 차기 평가 준비,프로젝트 배정 | 다음 분기까지 검토,2025-09-09,4.9,완료
MTG002643,EMP069,TL004,2025-09-01 10:00:00,45,교육 및 개발 기회 논의 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,피드백 반영,2025-10-04,4.9,완료
MTG002644,EMP069,TL004,2025-09-29 14:00:00,45,성과 목표 검토 및 조정 | 교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,목표 수정 | 다음 주까지 완료,2025-10-25,4.9,완료
MTG002645,EMP069,TL004,2025-11-01 15:30:00,45,커리어 개발 논의 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,다음 분기까지 완료,2025-12-02,4.1,완료
MTG002646,EMP070,TL004,2023-01-28 15:30:00,30,차기 평가 준비 | 팀 협업 및 커뮤니케이션 | 업무 관련 어려움 및 지원 사항,다음 분기까지 완료 | 역량 개발 계획 수립,2023-02-28,4.3,완료
MTG002647,EMP070,TL004,2023-02-10 12:00:00,30,최근 프로젝트 피드백 | 업무 관련 어려움 및 지원 사항,다음 주까지 실행,2023-03-16,4.5,완료
MTG002648,EMP070,TL004,2023-03-16 11:00:00,45,차기 평가 준비 | 최근 프로젝트 피드백 | 교육 및 개발 기회 논의,다음 주까지 검토 | 역량 개발 계획 수립,2023-04-15,3.8,완료
MTG002649,EMP070,TL004,2023-04-09 15:30:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,이번 달 내 완료 | 역량 개발 계획 수립,2023-05-10,3.7,완료
MTG002650,EMP070,TL004,2023-05-23 15:00:00,30,업무 관련 어려움 및 지원 사항 | 차기 평가 준비,피드백 반영 | 이번 달 내 완료,2023-06-18,3.7,완료
MTG002651,EMP070,TL004,2023-06-16 14:00:00,30,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,다음 분기까지 실행,2023-07-15,3.9,완료
MTG002652,EMP070,TL004,2023-07-05 12:30:00,30,업무 진행 상황 점검 | 최근 프로젝트 피드백,이번 달 내 검토,2023-08-05,4.6,완료
MTG002653,EMP070,TL004,2023-08-02 12:30:00,45,최근 프로젝트 피드백 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립 | 이번 달 내 검토,2023-09-02,4.9,완료
MTG002654,EMP070,TL004,2023-09-26 15:00:00,30,팀 협업 및 커뮤니케이션 | 개인 역량 개발 계획,다음 주까지 완료,2023-10-29,4.2,완료
MTG002655,EMP070,TL004,2023-10-20 12:00:00,60,교육 및 개발 기회 논의 | 차기 평가 준비 | 팀 협업 및 커뮤니케이션,다음 주까지 실행 | 교육 신청,2023-11-20,4.7,완료
MTG002656,EMP070,TL004,2023-11-21 11:00:00,45,교육 및 개발 기회 논의 | 성과 목표 검토 및 조정 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2023-12-26,3.7,완료
MTG002657,EMP070,TL004,2023-12-02 12:00:00,30,업무 진행 상황 점검 | 교육 및 개발 기회 논의,이번 달 내 검토 | 교육 신청,2023-12-30,4.7,완료
MTG002658,EMP070,TL004,2023-12-27 13:00:00,30,개인 역량 개발 계획 | 업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,다음 분기까지 완료 | 역량 개발 계획 수립,2024-01-24,4.4,완료
MTG002659,EMP070,TL004,2024-01-30 12:00:00,45,교육 및 개발 기회 논의 | 업무 만족도 및 고충 상담,교육 신청,2024-03-02,3.6,완료
MTG002660,EMP070,TL004,2024-03-10 14:30:00,60,팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의 | 커리어 개발 논의,교육 신청 | 다음 분기까지 실행,2024-04-08,3.7,완료
MTG002661,EMP070,TL004,2024-04-18 14:00:00,30,성과 목표 검토 및 조정 | 업무 만족도 및 고충 상담 | 최근 프로젝트 피드백,역량 개발 계획 수립,2024-05-16,4.7,완료
MTG002662,EMP070,TL004,2024-05-06 11:00:00,30,최근 프로젝트 피드백 | 차기 평가 준비,이번 달 내 완료,2024-06-05,4.6,완료
MTG002663,EMP070,TL004,2024-06-19 11:30:00,30,업무 만족도 및 고충 상담 | 업무 진행 상황 점검 | 팀 협업 및 커뮤니케이션,다음 주까지 실행 | 역량 개발 계획 수립,2024-07-18,4.9,완료
MTG002664,EMP070,TL004,2024-07-12 14:30:00,30,업무 진행 상황 점검 | 커리어 개발 논의,피드백 반영,2024-08-09,4.0,완료
MTG002665,EMP070,TL004,2024-08-05 15:00:00,60,업무 진행 상황 점검 | 업무 만족도 및 고충 상담,다음 주까지 검토 | 목표 수정,2024-09-01,4.2,완료
MTG002666,EMP070,TL004,2024-08-24 16:00:00,45,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,다음 분기까지 실행,2024-09-19,3.9,완료
MTG002667,EMP070,TL004,2024-10-12 13:00:00,45,업무 관련 어려움 및 지원 사항 | 교육 및 개발 기회 논의,피드백 반영,2024-11-15,3.8,완료
MTG002668,EMP070,TL004,2024-10-24 16:30:00,30,차기 평가 준비 | 업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,다음 주까지 검토 | 프로젝트 배정,2024-11-18,3.8,완료
MTG002669,EMP070,TL004,2024-11-29 15:30:00,30,업무 진행 상황 점검 | 업무 관련 어려움 및 지원 사항 | 성과 목표 검토 및 조정,이번 달 내 실행,2024-12-30,4.7,완료
MTG002670,EMP070,TL004,2025-01-10 12:00:00,60,교육 및 개발 기회 논의 | 커리어 개발 논의,이번 달 내 완료,2025-02-05,4.4,완료
MTG002671,EMP070,TL004,2025-01-26 16:00:00,60,업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정 | 차기 평가 준비,다음 주까지 검토 | 피드백 반영,2025-03-01,5.0,완료
MTG002672,EMP070,TL004,2025-03-05 14:30:00,30,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션 | 교육 및 개발 기회 논의,다음 분기까지 검토 | 역량 개발 계획 수립,2025-04-09,3.7,완료
MTG002673,EMP070,TL004,2025-03-24 16:30:00,45,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정 | 업무 진행 상황 점검,이번 달 내 검토 | 피드백 반영,2025-04-23,3.8,완료
MTG002674,EMP070,TL004,2025-05-11 15:30:00,45,팀 협업 및 커뮤니케이션 | 성과 목표 검토 및 조정 | 업무 진행 상황 점검,역량 개발 계획 수립,2025-06-15,4.8,완료
MTG002675,EMP070,TL004,2025-05-25 15:00:00,45,개인 역량 개발 계획 | 팀 협업 및 커뮤니케이션,역량 개발 계획 수립,2025-06-25,3.8,완료
MTG002676,EMP070,TL004,2025-07-08 15:30:00,45,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백 | 업무 관련 어려움 및 지원 사항,이번 달 내 검토 | 피드백 반영,2025-08-02,3.5,완료
MTG002677,EMP070,TL004,2025-07-30 15:00:00,45,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의,다음 주까지 검토 | 프로젝트 배정,2025-09-03,3.6,완료
MTG002678,EMP070,TL004,2025-08-23 12:30:00,60,개인 역량 개발 계획 | 업무 관련 어려움 및 지원 사항,이번 달 내 검토,2025-09-18,3.9,완료
MTG002679,EMP070,TL004,2025-09-27 15:00:00,60,개인 역량 개발 계획 | 교육 및 개발 기회 논의,피드백 반영 | 다음 분기까지 검토,2025-10-26,4.2,완료
MTG002680,EMP071,TL004,2023-01-05 14:00:00,60,업무 만족도 및 고충 상담 | 차기 평가 준비,이번 달 내 완료 | 목표 수정,2023-02-07,4.9,완료
MTG002681,EMP071,TL004,2023-02-10 12:00:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검,이번 달 내 검토 | 목표 수정,2023-03-16,4.8,완료
MTG002682,EMP071,TL004,2023-03-26 10:30:00,45,업무 진행 상황 점검 | 교육 및 개발 기회 논의 | 개인 역량 개발 계획,다음 주까지 검토 | 피드백 반영,2023-04-30,4.7,완료
MTG002683,EMP071,TL004,2023-04-05 12:30:00,30,업무 관련 어려움 및 지원 사항 | 업무 진행 상황 점검 | 교육 및 개발 기회 논의,목표 수정 | 이번 달 내 완료,2023-05-02,4.9,완료
MTG002684,EMP071,TL004,2023-05-05 10:30:00,45,교육 및 개발 기회 논의 | 팀 협업 및 커뮤니케이션,프로젝트 배정,2023-06-03,3.7,완료
MTG002685,EMP071,TL004,2023-06-06 15:00:00,30,차기 평가 준비 | 업무 진행 상황 점검 | 성과 목표 검토 및 조정,다음 주까지 검토,2023-07-03,4.9,완료
MTG002686,EMP071,TL004,2023-07-09 15:30:00,30,업무 만족도 및 고충 상담 | 팀 협업 및 커뮤니케이션,다음 분기까지 실행 | 목표 수정,2023-08-13,4.3,완료
MTG002687,EMP071,TL004,2023-08-10 15:30:00,30,최근 프로젝트 피드백 | 개인 역량 개발 계획,이번 달 내 완료,2023-09-12,4.2,완료
MTG002688,EMP071,TL004,2023-09-19 14:00:00,60,업무 만족도 및 고충 상담 | 성과 목표 검토 및 조정,역량 개발 계획 수립,2023-10-18,4.4,완료
MTG002689,EMP071,TL004,2023-10-19 12:30:00,60,개인 역량 개발 계획 | 커리어 개발 논의,다음 주까지 완료 | 피드백 반영,2023-11-20,4.4,완료
MTG002690,EMP071,TL004,2023-11-22 15:30:00,30,성과 목표 검토 및 조정 | 커리어 개발 논의 | 개인 역량 개발 계획,역량 개발 계획 수립,2023-12-19,4.3,완료
MTG002691,EMP071,TL004,2023-12-01 14:00:00,45,교육 및 개발 기회 논의 | 개인 역량 개발 계획 | 최근 프로젝트 피드백,다음 주까지 완료 | 교육 신청,2024-01-05,3.9,완료
MTG002692,EMP071,TL004,2024-01-05 15:00:00,60,업무 만족도 및 고충 상담 | 최근 프로젝트 피드백 | 교육 및 개발 기회 논의,이번 달 내 실행 | 교육 신청,2024-02-09,4.3,완료
MTG002693,EMP071,TL004,2024-02-15 10:30:00,45,업무 만족도 및 고충 상담 | 교육 및 개발 기회 논의 | 최근 프로젝트 피드백,이번 달 내 검토,2024-03-17,4.6,완료
MTG002694,EMP071,TL004,2024-03-07 14:00:00,45,최근 프로젝트 피드백 | 커리어 개발 논의,다음 주까지 실행,2024-04-02,3.6,완료
MTG002695,EMP071,TL004,2024-04-06 14:30:00,45,커리어 개발 논의 | 팀 협업 및 커뮤니케이션 | 업무 진행 상황 점검,프로젝트 배정,2024-05-11,4.4,완료
MTG002696,EMP071,TL004,2024-04-26 14:30:00,45,개인 역량 개발 계획 | 차기 평가 준비,프로젝트 배정 | 이번 달 내 완료,2024-05-26,3.7,완료
MTG002697,EMP071,TL004,2024-06-22 10:00:00,45,개인 역량 개발 계획 | 업무 만족도 및 고충 상담,교육 신청,2024-07-19,4.7,완료
MTG002698,EMP071,TL004,2024-07-05 13:30:00,45,성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항,피드백 반영 | 이번 달 내 실행,2024-08-02,4.5,완료
MTG002699,EMP071,TL004,2024-08-16 14:30:00,30,교육 및 개발 기회 논의 | 업무 진행 상황 점검,교육 신청,2024-09-16,3.5,완료
MTG002700,EMP071,TL004,2024-09-12 13:30:00,30,커리어 개발 논의 | 성과 목표 검토 및 조정 | 업무 관련 어려움 및 지원 사항,이번 달 내 완료 | 목표 수정,2024-10-11,3.8,완료
MTG002701,EMP071,TL004,2024-10-18 15:00:00,45,커리어 개발 논의 | 성과 목표 검토 및 조정,이번 달 내 완료,2024-11-21,3.6,완료
MTG002702,EMP071,TL004,2024-11-04 12:30:00,60,차기 평가 준비 | 업무 진행 상황 점검,다음 주까지 완료 | 프로젝트 배정,2024-12-07,4.8,완료
